Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Corn,1.21,92.4,19.5,62.2,5.31,Ammonium Nitrate,434.3,16.0,822.6,75.7,1663.3
Wheat,1.0,79.8,11.2,43.1,7.88,Urea,103.9,22.9,1340.7,72.5,665.2
Wheat,1.6,75.2,23.4,31.1,6.11,Ammonium Nitrate,249.7,24.4,357.0,68.3,974.9
Wheat,1.67,51.9,28.8,64.4,6.5,None,0.0,18.9,634.7,58.0,154.2
Corn,2.8,18.0,47.3,45.9,5.08,Urea,392.2,20.3,1098.5,52.6,1121.5
Rice,1.71,47.2,18.2,83.6,6.36,Urea,196.1,27.6,1303.0,50.7,1640.2
Wheat,1.51,65.2,58.3,59.4,6.56,Urea,284.8,31.0,1063.1,69.7,1046.7
Wheat,1.71,102.4,14.9,71.2,6.34,NPK_15-15-15,162.3,12.5,637.7,71.0,390.0
Vegetables,3.09,72.4,70.0,92.4,6.01,Organic,126.3,24.4,1037.8,78.1,118.2
Corn,2.21,62.0,60.9,35.3,5.74,Urea,356.3,22.9,995.0,71.7,1061.1
Wheat,2.06,52.7,37.1,50.5,7.19,None,0.0,24.1,972.8,77.6,204.4
Rice,2.11,91.4,10.3,68.6,6.42,Ammonium Nitrate,393.2,21.9,816.0,63.4,2199.3
Rice,3.23,109.0,34.2,71.3,7.48,Organic,152.9,16.8,868.5,74.3,1034.9
Soybeans,1.6,101.6,29.2,87.1,6.03,NPK_15-15-15,10.0,31.5,532.4,53.0,254.3
Wheat,3.25,90.2,15.9,82.3,6.1,NPK_15-15-15,213.4,29.5,1718.1,64.3,412.2
Vegetables,2.37,38.1,39.4,66.9,6.97,Urea,205.2,23.0,904.9,43.0,691.6
Corn,2.07,66.2,22.6,71.1,5.26,Ammonium Nitrate,368.4,21.0,1042.0,65.4,1412.9
Corn,4.2,123.7,24.3,71.6,5.55,NPK_15-15-15,203.7,20.3,773.7,79.7,329.6
Soybeans,1.36,103.0,31.9,35.6,7.17,Organic,16.1,10.1,1145.9,65.8,160.8
Wheat,1.92,36.6,26.4,61.9,5.58,NPK_15-15-15,231.5,25.3,395.5,73.7,491.5
Rice,1.21,73.6,66.2,70.0,5.13,NPK_15-15-15,172.5,27.6,239.0,68.3,1377.2
Corn,2.96,84.1,27.0,74.2,7.71,Ammonium Nitrate,407.0,24.2,839.3,58.2,1426.9
Corn,3.55,55.9,41.6,46.5,5.42,Ammonium Nitrate,412.7,23.1,1568.9,62.8,1399.3
Vegetables,3.54,17.3,37.2,39.6,6.53,Ammonium Nitrate,171.7,24.2,1272.9,79.2,619.3
Corn,3.18,77.5,40.3,60.3,6.45,Urea,321.3,19.1,567.0,73.6,871.7
Rice,2.04,55.3,41.4,104.3,4.5,Urea,264.4,20.9,1030.6,57.6,1746.9
Corn,1.91,55.4,48.2,48.6,6.21,Ammonium Nitrate,354.3,22.6,627.4,48.4,1287.0
Rice,0.86,66.1,39.0,88.5,6.71,Urea,445.7,27.1,999.2,67.5,2222.7
Corn,3.83,71.7,38.4,96.7,6.65,Ammonium Nitrate,310.6,30.7,1026.5,58.0,997.5
Wheat,2.58,74.8,35.9,65.9,7.03,None,0.0,22.3,1174.3,62.9,173.1
Corn,1.81,52.9,32.9,51.4,6.13,Urea,326.8,18.1,302.0,47.5,915.1
Soybeans,3.26,69.5,21.3,75.3,6.9,None,0.0,23.7,407.0,77.5,63.9
Corn,1.42,31.1,34.1,68.9,5.92,Urea,378.8,34.0,823.6,63.8,1253.9
Wheat,2.53,82.8,38.6,47.8,5.41,NPK_15-15-15,152.3,18.5,488.7,65.7,327.6
Vegetables,2.06,10.0,41.0,51.8,5.49,Ammonium Nitrate,190.2,28.1,461.6,55.0,705.9
Wheat,2.71,67.8,37.7,74.1,5.38,Ammonium Nitrate,122.2,30.4,945.2,61.7,491.3
Wheat,2.15,98.0,31.5,83.7,7.11,Urea,274.6,21.6,529.4,66.5,848.4
Rice,1.04,48.5,34.1,58.5,5.34,Ammonium Nitrate,230.3,19.9,1640.2,57.6,1933.5
Rice,2.26,92.9,26.7,63.6,6.59,Organic,382.3,26.5,663.4,62.4,1125.6
Wheat,3.04,103.9,39.7,78.4,6.21,Ammonium Nitrate,253.1,25.3,755.4,81.6,928.2
Vegetables,2.18,10.0,31.7,61.6,6.33,NPK_15-15-15,271.0,27.1,954.1,44.0,467.0
Wheat,2.82,71.2,37.7,59.0,7.35,Urea,141.9,34.3,322.2,67.2,501.0
Wheat,1.36,10.0,50.0,49.9,6.09,Urea,116.7,24.4,1028.0,55.6,521.5
Soybeans,2.18,72.0,24.4,49.5,6.83,Organic,40.6,17.3,969.5,81.0,92.0
Wheat,1.7,74.8,44.0,118.4,6.43,Urea,271.3,23.8,727.7,62.8,789.4
Corn,2.8,12.9,35.5,61.1,6.29,Ammonium Nitrate,300.6,24.8,945.9,52.4,1010.3
Wheat,2.23,123.1,65.3,92.3,8.01,None,0.0,30.1,999.9,62.4,258.5
Vegetables,2.75,82.2,31.8,98.7,5.39,Organic,123.8,22.5,1352.3,69.2,246.6
Corn,3.07,53.8,45.4,61.3,7.3,Ammonium Nitrate,400.6,21.4,1725.1,90.0,1404.9
Wheat,2.75,111.6,35.2,72.4,6.86,Urea,125.6,16.4,478.5,39.7,342.0
Corn,2.42,30.1,14.2,67.0,6.06,Urea,255.5,26.3,395.9,50.6,802.9
Wheat,1.4,44.3,27.2,32.8,7.54,None,0.0,38.0,886.0,80.7,336.4
Corn,2.2,17.5,48.2,34.0,5.11,NPK_15-15-15,196.1,22.3,200.0,46.9,413.1
Wheat,1.77,120.0,28.5,66.0,6.03,NPK_15-15-15,133.9,25.9,1077.3,65.1,436.5
Soybeans,1.92,83.3,5.0,56.5,5.55,Organic,31.9,20.7,889.6,59.2,184.9
Rice,1.9,91.5,34.5,102.8,6.69,Urea,242.6,16.8,978.6,57.3,1671.8
Wheat,1.42,82.5,18.6,60.3,5.62,NPK_15-15-15,153.3,25.8,743.7,62.9,468.3
Soybeans,0.63,89.3,37.0,104.0,6.7,None,0.0,23.6,939.3,61.0,311.9
Vegetables,1.67,77.0,58.3,55.5,6.27,Urea,248.8,11.1,1015.3,77.7,843.7
Corn,2.35,81.8,46.5,103.2,6.06,NPK_15-15-15,201.4,31.9,920.0,80.9,526.6
Rice,1.12,77.7,58.0,75.1,6.67,Ammonium Nitrate,303.5,25.7,379.2,70.1,2003.6
Corn,2.21,59.8,26.6,76.3,6.21,Urea,207.2,23.9,910.2,62.2,742.6
Vegetables,3.72,73.8,32.9,54.8,5.64,NPK_15-15-15,177.3,21.3,1498.9,68.1,287.3
Vegetables,3.02,81.8,19.3,76.5,8.36,NPK_15-15-15,279.4,25.6,934.3,74.7,485.8
Wheat,3.51,77.8,24.7,98.9,6.06,Organic,166.7,25.8,898.0,77.0,105.1
Soybeans,2.51,38.1,21.1,62.1,4.85,None,0.0,25.6,1396.0,69.4,135.7
Wheat,3.13,41.4,15.4,58.2,5.81,None,0.0,29.1,589.0,83.3,123.3
Wheat,1.62,102.1,55.5,60.1,5.51,Urea,205.8,30.2,1161.4,57.6,737.5
Corn,1.68,67.3,5.0,97.4,6.98,Urea,402.8,33.9,664.4,78.7,1260.4
Soybeans,0.5,89.6,55.6,82.1,6.63,NPK_15-15-15,33.3,19.1,1230.3,73.5,376.6
Corn,3.15,47.7,53.7,94.0,6.68,Ammonium Nitrate,393.1,20.5,1129.3,57.7,1343.6
Soybeans,3.43,38.2,42.5,71.3,6.14,Organic,66.6,25.4,705.7,67.8,-53.4
Soybeans,1.76,53.9,18.3,65.8,6.2,None,0.0,19.4,756.9,68.6,124.5
Soybeans,2.0,69.4,11.3,73.5,6.14,None,0.0,20.3,1192.2,63.3,147.3
Corn,1.6,58.4,26.8,86.4,6.34,Ammonium Nitrate,434.6,26.0,200.6,63.2,1598.6
Rice,2.51,107.3,44.4,60.1,6.98,NPK_15-15-15,368.7,28.2,695.3,46.7,1394.5
Rice,3.1,79.5,35.0,92.4,6.64,Organic,395.2,30.1,1067.1,56.7,1110.4
Rice,0.81,121.2,19.3,72.3,6.75,Ammonium Nitrate,300.7,22.5,742.2,62.1,2065.8
Corn,2.53,85.1,52.2,16.9,6.75,Urea,188.2,25.9,897.2,58.1,642.0
Vegetables,1.98,14.7,60.3,82.7,7.02,Organic,238.7,24.8,200.0,54.7,224.9
Wheat,2.29,101.4,31.6,39.6,6.6,NPK_15-15-15,289.9,23.6,550.9,77.7,486.1
Rice,2.57,37.3,36.6,82.2,6.65,Ammonium Nitrate,176.5,19.3,1087.8,63.8,1549.2
Rice,2.05,80.8,12.4,83.0,7.23,Ammonium Nitrate,179.9,18.6,587.1,90.0,1636.7
Rice,2.12,55.6,28.8,71.6,5.93,Ammonium Nitrate,308.3,27.0,394.1,67.7,2037.5
Wheat,2.03,128.6,42.7,75.9,5.8,NPK_15-15-15,170.2,19.2,1221.6,77.5,403.5
Wheat,2.98,111.0,40.3,87.0,5.57,Urea,147.2,14.3,1030.5,62.5,473.3
Vegetables,2.54,56.5,27.4,55.1,6.53,NPK_15-15-15,219.5,23.3,469.0,57.1,353.3
Wheat,2.38,71.8,30.9,80.9,5.1,Ammonium Nitrate,164.6,31.1,898.5,68.2,658.5
Vegetables,1.18,81.1,28.3,88.3,6.72,Organic,349.9,10.0,480.4,80.5,320.8
Vegetables,1.9,96.6,30.8,100.2,6.32,NPK_15-15-15,279.7,22.0,796.6,63.9,507.5
Corn,2.92,75.7,41.3,42.9,7.19,Urea,380.5,27.0,911.6,70.4,1128.1
Vegetables,2.23,49.4,5.5,73.2,5.93,NPK_15-15-15,251.3,14.0,567.0,68.1,504.8
Corn,2.73,57.1,33.9,45.8,6.26,Urea,409.9,22.4,1109.8,63.8,1211.0
Soybeans,3.61,74.9,40.2,44.9,7.19,NPK_15-15-15,92.9,17.6,1164.1,64.4,3.8
Rice,3.03,105.9,26.4,72.2,7.37,Urea,236.4,18.3,942.2,53.0,1609.7
Vegetables,2.27,85.7,27.8,66.5,5.92,NPK_15-15-15,314.6,21.4,994.9,64.9,587.6
Vegetables,1.79,55.7,28.2,87.9,6.53,NPK_15-15-15,154.0,17.7,341.5,72.8,460.1
Soybeans,0.5,91.2,27.8,58.1,6.61,None,0.0,17.2,1326.8,68.5,305.2
Soybeans,2.07,65.3,35.1,62.3,6.66,Organic,23.2,23.2,818.0,67.2,119.3
Rice,1.94,97.3,36.9,69.2,6.22,Ammonium Nitrate,352.6,35.1,522.7,73.7,2163.9
Corn,2.51,138.2,5.0,47.8,7.3,Ammonium Nitrate,375.5,27.4,901.0,67.3,1458.0
Rice,2.08,66.0,44.8,50.5,5.08,NPK_15-15-15,397.4,28.8,1110.9,65.2,1643.6
Corn,1.94,95.0,30.7,87.3,6.11,Ammonium Nitrate,188.7,27.6,1029.3,73.8,904.1
Wheat,0.78,56.4,64.0,54.0,6.71,NPK_15-15-15,295.0,19.9,470.4,66.6,620.2
Rice,1.45,72.2,17.1,88.6,6.72,Urea,332.1,25.1,1115.2,62.2,1978.7
Vegetables,2.58,75.7,22.0,77.1,7.35,Organic,259.8,29.2,828.8,70.6,204.0
Wheat,3.57,70.2,32.0,34.0,7.24,Organic,194.7,27.8,1025.4,64.6,20.6
Soybeans,2.12,136.6,41.2,75.6,6.2,Organic,3.8,24.5,569.5,61.6,80.0
Corn,2.46,67.3,5.7,75.4,7.31,Organic,250.8,26.2,1216.1,66.9,349.5
Vegetables,2.96,89.7,22.6,73.5,5.9,None,0.0,36.3,914.0,67.0,250.4
Vegetables,1.55,26.7,43.9,62.2,7.05,Ammonium Nitrate,163.4,27.9,1266.1,51.8,755.6
Wheat,2.49,85.8,20.8,46.2,7.67,Ammonium Nitrate,232.1,21.9,312.8,69.0,868.5
Wheat,1.61,103.6,55.6,91.9,7.25,Ammonium Nitrate,170.4,23.1,359.5,87.2,738.3
Soybeans,2.89,61.8,28.2,63.0,6.47,Organic,95.8,18.0,766.0,53.2,19.6
Corn,2.32,12.2,21.5,47.3,6.17,None,0.0,35.7,1363.7,59.0,307.7
Wheat,2.44,74.0,44.2,74.1,5.33,Urea,236.0,31.8,1537.0,90.0,817.0
Rice,1.57,75.4,59.1,50.1,6.62,NPK_15-15-15,346.0,23.9,539.1,55.1,1572.0
Corn,2.77,93.1,41.2,46.0,5.62,Urea,325.7,34.8,868.6,80.4,1029.3
Rice,3.87,125.3,53.9,57.5,5.84,NPK_15-15-15,210.2,26.8,904.3,62.3,1132.0
Corn,1.39,65.5,60.1,51.7,5.57,Urea,235.0,21.3,1101.4,65.7,956.7
Corn,1.93,53.6,21.2,46.8,6.08,NPK_15-15-15,411.8,28.2,1159.7,63.4,835.0
Corn,2.39,45.8,49.1,81.1,6.38,Urea,385.3,25.6,460.0,70.1,1083.9
Vegetables,2.83,80.0,12.1,62.7,6.59,NPK_15-15-15,271.5,27.9,872.6,46.0,475.5
Wheat,1.75,87.0,41.4,90.0,5.98,Ammonium Nitrate,194.4,16.4,200.0,67.2,764.8
Vegetables,0.5,61.4,33.9,47.9,7.15,Organic,259.2,19.3,1133.8,60.2,523.1
Rice,3.29,94.5,53.6,30.4,6.25,Urea,183.2,31.2,731.5,42.6,1374.4
Rice,2.81,86.6,52.6,68.0,5.85,Organic,196.0,32.3,428.1,78.5,1127.3
Wheat,0.81,76.1,43.5,102.1,6.56,NPK_15-15-15,199.2,30.9,966.4,39.7,568.8
Rice,1.71,52.4,39.5,75.6,7.77,Urea,383.0,35.0,720.5,90.0,2088.4
Corn,3.45,63.0,42.6,129.3,6.63,Organic,212.8,26.5,1291.5,72.4,199.0
Wheat,3.36,14.3,35.9,71.6,6.15,Urea,270.0,26.1,537.6,48.7,656.2
Corn,2.95,80.9,34.1,69.7,5.33,Ammonium Nitrate,362.1,18.8,1628.0,81.1,1281.8
Wheat,2.06,75.7,56.6,21.9,6.25,Ammonium Nitrate,182.5,20.5,1149.1,56.0,692.0
Wheat,2.27,79.7,58.4,73.6,6.56,Urea,212.6,13.2,1300.7,56.5,672.8
Corn,2.1,87.6,32.9,68.4,6.13,Urea,373.7,21.8,489.9,43.4,1175.1
Corn,3.1,84.6,38.6,56.9,5.23,Ammonium Nitrate,408.8,12.8,1476.0,54.6,1333.9
Soybeans,1.5,72.2,36.2,62.3,5.8,None,0.0,29.1,425.6,56.0,148.0
Wheat,1.56,76.2,10.8,63.6,7.42,Organic,220.2,25.5,776.6,74.8,327.1
Corn,3.01,39.9,30.0,61.4,7.4,Urea,276.4,13.0,1306.6,79.0,823.8
Vegetables,2.16,60.4,59.0,106.8,5.78,NPK_15-15-15,278.0,22.5,1027.4,50.1,473.8
Corn,3.3,76.3,23.8,57.6,6.87,Urea,449.4,33.7,416.3,68.2,1186.0
Wheat,1.66,56.6,66.7,68.4,5.57,Urea,221.4,22.8,1247.4,42.9,774.2
Vegetables,2.16,96.5,52.6,56.9,7.38,NPK_15-15-15,247.7,18.3,969.0,68.3,513.1
Corn,1.46,58.5,41.0,80.7,6.57,Ammonium Nitrate,195.6,14.2,704.3,90.0,934.0
Corn,2.21,80.4,43.4,68.5,7.06,None,0.0,14.4,310.3,43.6,154.8
Corn,1.02,77.9,21.2,59.4,5.2,None,0.0,26.3,1002.2,52.8,455.2
Rice,1.81,93.7,31.0,26.5,6.87,Ammonium Nitrate,212.5,21.2,792.8,73.7,1679.3
Corn,1.05,97.5,56.6,69.9,6.39,Urea,195.4,21.7,904.7,75.1,906.0
Wheat,2.76,92.4,25.8,58.8,7.0,Ammonium Nitrate,195.6,21.3,295.2,53.7,694.7
Corn,2.77,22.3,50.9,63.8,7.04,Urea,321.8,22.8,703.5,82.7,916.5
Wheat,0.82,104.9,14.3,41.4,6.45,NPK_15-15-15,114.1,17.1,1018.1,55.2,429.3
Vegetables,3.27,113.2,17.0,93.7,5.98,NPK_15-15-15,275.3,25.1,1506.8,85.1,453.6
Soybeans,4.2,62.9,63.5,82.1,6.95,None,0.0,16.1,778.2,70.6,-132.6
Wheat,2.24,80.9,34.8,93.6,6.36,NPK_15-15-15,209.6,19.6,1355.2,80.3,456.4
Rice,1.69,52.7,26.9,87.9,5.79,NPK_15-15-15,449.1,28.8,1125.6,69.4,1632.4
Wheat,4.46,26.3,55.4,76.8,5.76,NPK_15-15-15,117.8,25.5,931.8,72.9,64.5
Wheat,1.14,56.5,53.7,42.2,5.37,Ammonium Nitrate,257.3,27.1,495.7,73.5,1100.2
Rice,2.22,61.5,48.8,101.9,6.04,NPK_15-15-15,275.1,34.7,510.3,78.7,1442.7
Corn,2.34,66.1,26.5,46.4,7.17,Urea,349.3,23.2,1066.1,64.6,1097.0
Vegetables,3.28,51.0,30.7,59.6,6.52,NPK_15-15-15,198.0,23.6,665.7,54.2,346.2
Rice,2.49,56.7,39.7,79.1,6.03,NPK_15-15-15,244.7,22.1,634.6,64.1,1367.9
Corn,1.8,74.7,45.4,80.1,6.96,Ammonium Nitrate,415.8,21.2,786.8,57.0,1523.6
Rice,1.44,55.7,27.4,76.4,5.82,Ammonium Nitrate,297.8,18.2,792.7,57.8,2016.4
Rice,1.93,88.6,37.6,57.0,6.47,Urea,354.5,23.9,1165.3,84.9,1971.2
Soybeans,1.39,92.0,39.0,52.9,6.27,None,0.0,25.3,673.1,72.5,212.3
Soybeans,2.24,134.5,54.3,115.7,6.95,None,0.0,25.6,1130.4,71.9,129.0
Soybeans,1.75,103.1,46.3,64.2,5.3,Organic,46.9,23.8,1003.9,77.9,156.0
Corn,1.0,81.1,12.4,61.8,5.8,Urea,366.9,28.3,264.1,72.4,1289.2
Rice,3.2,59.5,31.8,50.7,5.25,Urea,416.1,23.7,953.1,87.4,2007.4
Wheat,1.8,82.3,21.1,69.9,6.22,Ammonium Nitrate,180.0,21.4,200.0,39.9,682.4
Corn,1.19,83.2,43.5,69.0,7.25,Urea,310.0,18.7,536.7,53.0,1075.7
Rice,2.07,62.2,48.8,64.7,6.05,NPK_15-15-15,240.8,15.4,1012.1,56.6,1314.0
Soybeans,2.25,94.6,36.5,72.6,6.04,None,0.0,31.1,846.3,48.5,158.0
Corn,0.8,40.0,31.0,100.3,7.01,Ammonium Nitrate,280.5,19.9,231.2,66.4,1158.8
Wheat,2.47,68.9,36.0,53.1,7.15,Urea,272.3,18.7,458.3,66.9,799.9
Corn,1.36,88.9,38.1,65.9,6.34,Urea,373.3,21.3,200.0,88.7,1244.8
Corn,3.57,67.8,25.4,52.0,6.88,Urea,373.8,22.1,380.1,75.8,987.1
Corn,2.62,69.8,16.7,70.9,5.65,Ammonium Nitrate,202.6,32.0,1052.7,58.9,883.9
Vegetables,1.88,71.6,5.0,53.6,7.36,None,0.0,21.8,654.9,70.9,306.2
Soybeans,1.6,54.1,54.0,54.5,7.9,Ammonium Nitrate,15.8,37.2,909.5,43.1,243.4
Vegetables,2.12,104.3,42.4,35.8,6.76,NPK_15-15-15,336.2,23.8,854.8,66.7,656.2
Wheat,2.69,49.5,40.4,67.0,4.94,Urea,213.7,34.2,861.4,66.1,673.8
Corn,2.18,83.0,54.0,73.6,6.01,Ammonium Nitrate,269.1,28.1,1208.1,54.2,1116.6
Wheat,2.03,85.3,16.2,102.2,6.83,NPK_15-15-15,200.3,25.4,779.0,62.6,375.6
Wheat,2.25,51.3,9.0,74.4,6.1,Ammonium Nitrate,142.0,31.7,1168.7,56.7,604.9
Soybeans,1.72,76.8,40.8,56.0,7.29,None,0.0,29.3,200.0,53.8,198.5
Corn,1.93,52.3,39.4,37.8,6.81,Urea,366.4,26.8,1239.0,73.1,1247.6
Wheat,0.53,109.8,9.0,40.6,5.91,NPK_15-15-15,116.8,35.6,398.5,77.4,600.7
Corn,2.98,46.5,40.4,39.1,6.42,Urea,270.0,20.9,474.5,71.1,831.9
Rice,2.44,58.7,29.0,102.6,5.77,NPK_15-15-15,365.2,18.3,603.4,59.7,1404.2
Soybeans,1.58,44.4,22.9,70.8,6.27,None,0.0,20.0,1229.3,57.0,152.1
Wheat,3.72,41.1,30.0,53.3,6.01,Ammonium Nitrate,298.8,32.6,538.7,60.1,923.8
Rice,2.27,114.8,5.0,45.8,7.22,Urea,391.6,31.0,620.4,62.4,2044.5
Rice,1.37,88.6,26.1,47.9,7.88,Urea,215.5,20.8,513.4,54.5,1707.3
Wheat,2.89,78.5,24.4,52.8,5.4,Urea,138.5,11.3,939.4,77.6,431.0
Soybeans,2.52,58.6,43.4,91.3,5.05,NPK_15-15-15,36.4,22.4,1110.3,62.6,140.7
Vegetables,2.52,97.7,32.6,64.4,6.23,Ammonium Nitrate,225.6,18.2,1446.5,74.2,934.3
Vegetables,1.86,54.4,44.6,36.1,5.34,Urea,207.8,20.9,1689.9,48.2,732.3
Soybeans,2.56,94.8,5.0,111.2,6.43,None,0.0,18.0,1077.6,56.7,52.0
Rice,1.99,53.2,22.4,42.2,6.92,Urea,191.3,15.1,978.0,75.3,1529.5
Wheat,2.64,58.9,43.3,53.2,7.45,Urea,258.3,33.3,423.9,75.5,752.6
Rice,0.68,94.0,30.4,91.2,6.54,Urea,265.0,19.9,1518.3,50.6,1926.6
Rice,1.85,96.6,47.7,73.3,6.26,NPK_15-15-15,228.2,30.8,925.4,68.6,1439.5
Soybeans,3.58,89.9,7.9,55.6,5.02,Organic,6.3,22.3,748.8,69.0,-13.4
Corn,1.59,48.8,46.0,40.4,6.42,Urea,236.6,17.6,985.6,56.5,817.1
Vegetables,1.72,63.8,25.4,45.7,6.45,NPK_15-15-15,305.2,26.1,627.3,69.3,585.4
Wheat,1.84,78.9,24.0,46.9,6.85,Ammonium Nitrate,176.1,21.5,200.0,46.0,699.9
Wheat,1.23,53.8,49.9,65.1,5.9,Urea,164.1,22.4,1050.1,53.9,675.1
Wheat,0.5,109.3,52.4,68.8,6.1,Ammonium Nitrate,279.9,24.3,1319.9,72.2,1279.7
Vegetables,2.02,15.0,50.5,62.0,5.37,Urea,256.1,19.3,1044.9,65.4,820.2
Wheat,2.31,55.5,65.6,64.2,4.8,NPK_15-15-15,183.4,15.1,847.5,66.0,380.8
Wheat,2.16,62.3,54.0,44.0,5.62,NPK_15-15-15,217.1,23.2,854.6,62.9,428.4
Corn,2.08,10.0,23.1,70.9,5.3,Urea,217.1,28.5,910.3,71.4,861.0
Wheat,2.23,40.1,37.1,90.6,6.64,Urea,111.5,18.8,899.6,72.0,499.3
Corn,3.02,90.6,29.6,61.7,6.04,NPK_15-15-15,323.9,24.3,828.8,74.5,554.0
Soybeans,2.05,75.8,65.4,61.4,6.02,None,0.0,31.3,858.9,66.5,86.2
Wheat,1.74,114.3,51.6,66.7,5.71,Urea,260.9,23.0,1394.3,60.3,898.4
Wheat,1.98,113.6,32.2,87.4,4.5,Urea,124.3,23.9,1015.3,58.3,574.2
Corn,2.66,85.8,48.2,47.1,7.46,Ammonium Nitrate,435.2,23.8,886.8,52.3,1437.2
Corn,3.33,82.8,16.5,94.0,5.7,Urea,319.2,20.0,1080.7,60.2,868.6
Soybeans,1.7,76.6,38.8,73.4,6.11,Organic,45.7,18.3,1080.8,57.7,144.0
Corn,2.28,10.0,20.9,65.6,5.38,Urea,294.1,18.4,1181.1,84.2,1019.5
Corn,2.47,40.1,9.7,89.3,7.08,Urea,381.1,25.4,585.1,52.4,1069.7
Corn,1.41,77.5,46.8,41.4,6.5,Urea,334.3,27.4,681.8,77.4,1154.1
Vegetables,2.22,90.4,48.6,75.4,5.82,NPK_15-15-15,195.7,27.7,565.3,61.8,385.7
Soybeans,1.03,82.2,41.9,73.6,6.13,Organic,71.1,21.5,1118.4,62.5,274.4
Rice,0.78,52.7,32.3,46.3,7.57,Ammonium Nitrate,250.0,29.2,1101.3,69.8,1974.2
Rice,2.49,98.4,16.0,74.2,6.35,NPK_15-15-15,446.6,25.1,404.4,48.0,1587.6
Rice,1.89,112.1,17.6,70.7,6.27,Urea,416.8,23.9,986.8,55.4,2058.5
Soybeans,2.36,98.4,20.5,61.4,5.74,Organic,44.8,10.0,1330.3,50.1,106.6
Wheat,2.19,99.7,31.5,82.3,5.07,NPK_15-15-15,282.1,19.2,767.6,60.4,523.9
Corn,1.42,61.0,51.1,53.6,6.29,Urea,276.8,15.6,959.9,54.1,943.1
Corn,2.16,101.9,50.9,70.4,6.63,NPK_15-15-15,312.5,26.8,1105.7,80.8,727.2
Corn,1.21,78.6,10.3,62.4,7.17,Urea,439.8,24.0,387.8,58.0,1309.2
Wheat,3.31,87.8,24.6,52.7,4.83,Urea,222.1,17.9,903.2,36.5,561.8
Soybeans,1.12,84.1,24.2,75.1,5.61,Organic,45.1,25.1,1295.2,61.0,298.0
Rice,2.04,72.0,5.0,60.8,5.99,Urea,227.1,16.1,642.4,74.7,1594.7
Corn,1.37,53.5,43.5,35.5,6.4,Urea,382.4,18.1,1141.4,84.6,1235.9
Corn,2.66,72.9,31.3,29.0,6.3,Ammonium Nitrate,394.4,19.8,859.5,62.2,1421.2
Vegetables,1.93,99.7,33.3,80.8,6.31,NPK_15-15-15,132.2,26.3,613.9,58.8,402.9
Rice,1.79,64.0,55.2,40.6,6.69,None,0.0,30.8,816.2,64.8,1135.1
Soybeans,2.88,97.3,36.3,70.6,5.77,NPK_15-15-15,35.0,20.5,665.9,70.0,29.0
Wheat,2.22,93.4,28.5,66.1,7.05,NPK_15-15-15,128.1,30.4,539.1,51.5,327.1
Rice,2.61,67.5,43.6,57.6,6.7,Urea,413.0,23.7,761.0,62.1,1975.6
Corn,1.41,109.7,50.9,104.1,6.18,Urea,359.7,24.7,873.9,64.4,1206.5
Corn,1.08,66.1,39.4,68.6,7.52,NPK_15-15-15,442.8,23.2,791.9,65.5,962.8
Wheat,2.29,112.7,45.3,80.1,7.49,Urea,124.6,22.5,757.1,63.3,532.2
Soybeans,1.94,85.9,32.8,70.7,7.05,None,0.0,25.8,929.1,53.8,150.5
Wheat,2.7,74.6,33.8,60.4,4.5,Urea,216.0,27.3,1036.0,69.1,731.1
Wheat,2.14,52.8,36.7,64.6,7.51,Ammonium Nitrate,212.0,18.9,449.6,64.5,723.5
Corn,2.36,72.8,23.7,94.2,6.96,Ammonium Nitrate,409.7,22.5,761.7,64.4,1453.8
Vegetables,0.9,69.9,26.5,86.8,7.8,NPK_15-15-15,238.8,32.2,200.0,52.0,647.9
Soybeans,3.71,43.5,55.7,104.0,7.27,Organic,31.9,24.4,793.2,72.7,-52.8
Rice,2.07,69.6,65.1,69.4,7.5,Urea,329.8,25.0,902.7,53.6,1851.2
Vegetables,2.76,54.9,58.9,47.5,7.02,None,0.0,29.6,1049.4,84.4,203.6
Wheat,1.53,89.6,15.2,56.2,7.34,NPK_15-15-15,148.6,20.9,903.9,50.8,415.6
Wheat,2.45,107.7,13.7,41.2,7.8,NPK_15-15-15,159.5,23.3,1041.9,74.1,426.6
Soybeans,1.16,44.3,17.1,80.3,6.55,None,0.0,27.7,872.8,42.1,249.7
Soybeans,2.56,117.8,37.0,53.3,5.3,None,0.0,29.9,613.6,37.9,72.1
Wheat,1.92,71.8,5.0,10.0,6.18,Urea,100.4,11.2,459.4,58.3,413.5
Corn,2.22,50.6,26.2,114.3,6.67,Urea,235.6,19.7,757.9,37.9,737.5
Rice,2.76,93.9,56.1,53.6,6.45,Ammonium Nitrate,237.0,18.3,581.8,73.8,1714.6
Vegetables,1.21,63.8,49.7,53.5,5.53,Urea,232.8,22.9,808.1,64.7,881.4
Corn,1.65,73.0,27.4,98.4,5.26,NPK_15-15-15,301.9,18.7,677.8,81.8,667.5
Rice,2.57,64.9,28.5,40.8,5.88,Urea,203.6,27.0,996.7,63.0,1612.0
Rice,3.88,54.6,43.5,87.7,6.97,Urea,249.3,24.4,867.1,67.9,1465.4
