Crop_Type,Soil_Organic_Carbon,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint,Sustainability_Level,Carbon_Credits
Wheat,2.01,49.5,40.9,90.4,5.52,Urea,167.7,12.1,790.2,56.9,723.9,Medium,0.276
Wheat,2.15,69.3,37.1,10.0,5.86,Urea,226.7,24.4,734.1,52.0,1201.8,Low,0.0
Rice,2.58,51.5,52.8,63.3,6.46,NPK_15-15-15,194.6,24.8,775.7,67.6,1564.5,Low,0.0
Corn,2.9,65.3,40.2,87.8,5.95,Urea,417.8,25.0,852.9,55.8,2409.4,Low,0.0
Rice,1.68,100.4,34.1,37.7,6.86,Urea,253.2,18.5,579.7,58.7,2106.6,Low,0.0
Soybeans,1.24,77.7,50.6,73.0,7.12,Organic,98.2,27.0,364.3,68.1,-161.6,High,1.162
Corn,1.37,140.2,38.5,51.4,6.82,NPK_15-15-15,397.5,27.2,1248.5,61.1,1088.0,Medium,0.0
Rice,1.81,79.8,36.8,57.6,7.53,Urea,366.1,17.0,715.1,90.0,2850.5,Low,0.0
Rice,1.92,76.5,39.7,83.9,6.69,Urea,214.4,15.9,908.5,64.1,2145.1,Low,0.0
Wheat,1.58,77.7,33.6,69.0,5.55,Ammonium Nitrate,235.8,23.5,949.8,72.4,1330.3,Low,0.0
Vegetables,1.16,59.1,35.1,24.3,7.35,Urea,115.0,32.8,962.7,41.7,753.6,Medium,0.246
Rice,1.84,73.6,26.2,45.5,5.98,NPK_15-15-15,407.8,32.3,439.2,54.7,1844.4,Low,0.0
Rice,2.35,103.2,23.7,84.5,7.04,Ammonium Nitrate,278.6,26.4,263.5,52.0,2111.9,Low,0.0
Soybeans,2.68,77.8,20.0,74.0,7.5,None,0.0,19.7,644.0,53.5,62.0,High,0.938
Wheat,1.75,55.2,14.1,100.0,6.72,NPK_15-15-15,215.9,28.1,988.5,70.0,611.6,Medium,0.388
Corn,1.87,51.9,21.8,98.7,5.35,Urea,239.4,21.1,595.2,77.4,1337.9,Low,0.0
Wheat,1.46,63.7,32.4,58.2,5.76,Ammonium Nitrate,157.4,19.5,725.8,69.1,730.1,Medium,0.27
Corn,2.17,76.8,36.5,115.1,7.33,Urea,334.7,12.4,1594.6,62.3,1885.2,Low,0.0
Corn,1.52,104.8,30.9,65.5,6.28,Urea,421.9,24.0,204.1,57.4,1687.8,Low,0.0
Wheat,2.66,41.5,5.0,45.7,6.46,Urea,196.2,20.2,585.7,78.4,1095.2,Medium,0.0
Rice,0.77,67.0,58.6,52.3,6.93,NPK_15-15-15,295.5,24.0,1513.8,89.9,2114.9,Low,0.0
Vegetables,1.91,78.6,51.3,19.9,6.89,NPK_15-15-15,218.7,11.5,834.4,66.6,427.5,Medium,0.572
Rice,2.44,29.2,41.7,97.1,6.6,NPK_15-15-15,447.1,24.4,602.9,76.3,1874.1,Low,0.0
Wheat,2.35,54.2,63.6,96.9,6.25,Ammonium Nitrate,258.7,10.9,1259.1,69.1,1123.4,Medium,0.0
Wheat,4.35,58.0,20.3,44.7,6.18,Urea,276.1,29.2,869.3,74.1,2234.3,Low,0.0
Corn,2.48,55.1,63.3,60.4,7.0,None,0.0,26.2,728.1,51.0,193.7,High,0.806
Wheat,1.4,79.8,20.5,66.9,6.79,Ammonium Nitrate,250.8,22.1,917.3,59.1,1178.0,Medium,0.0
Corn,2.12,71.0,38.6,45.8,6.22,Ammonium Nitrate,265.9,26.4,619.7,69.7,1368.6,Low,0.0
Vegetables,0.78,61.1,15.9,29.9,7.16,Organic,249.2,18.4,493.9,79.5,-77.1,High,1.077
Corn,2.14,85.7,35.2,60.8,6.31,Ammonium Nitrate,377.7,23.9,810.2,55.2,1784.2,Low,0.0
Rice,1.53,118.1,40.8,58.6,5.8,NPK_15-15-15,369.6,27.6,496.2,40.6,1691.8,Low,0.0
Corn,2.93,116.0,32.7,57.2,5.87,Urea,320.0,10.0,853.7,59.0,1366.8,Low,0.0
Vegetables,1.76,26.9,45.7,69.5,5.71,None,0.0,21.2,974.0,77.1,105.8,High,0.894
Wheat,2.11,89.4,36.5,93.6,6.21,Ammonium Nitrate,287.6,23.4,1148.6,46.0,1452.1,Low,0.0
Wheat,1.69,70.5,27.2,58.9,7.26,NPK_15-15-15,233.2,22.5,1244.8,50.9,477.7,Medium,0.522
Corn,3.59,78.9,26.5,68.4,5.84,Urea,271.3,31.1,708.0,66.9,2021.1,Low,0.0
Soybeans,1.94,65.0,47.2,79.5,6.53,Organic,51.9,17.7,1024.8,63.6,-150.1,High,1.15
Corn,3.67,77.9,25.2,76.1,5.94,NPK_15-15-15,408.1,20.3,1022.4,72.1,1085.1,Medium,0.0
Vegetables,2.85,78.8,48.7,52.7,6.22,NPK_15-15-15,275.7,13.5,964.7,50.3,507.4,Medium,0.493
Corn,2.59,60.5,53.3,66.9,5.34,Urea,277.0,31.4,682.2,61.1,1991.6,Low,0.0
Corn,2.49,52.6,10.0,76.0,6.25,Urea,448.6,22.2,490.2,79.3,2161.2,Low,0.0
Corn,2.52,63.8,52.0,42.4,6.26,Urea,266.2,21.2,1025.7,50.7,1455.3,Low,0.0
Wheat,0.66,80.9,65.9,90.3,6.78,Ammonium Nitrate,142.9,23.2,252.6,82.7,282.8,High,0.717
Wheat,1.98,90.0,38.8,93.6,6.56,Ammonium Nitrate,129.5,26.8,756.3,52.2,605.6,Medium,0.394
Corn,2.88,96.3,44.0,50.5,5.56,NPK_15-15-15,247.7,25.3,200.0,75.2,622.1,Medium,0.378
Soybeans,2.16,62.6,50.6,68.9,7.16,Organic,15.0,37.3,382.3,60.5,-79.5,High,1.08
Wheat,1.08,82.1,30.9,77.8,6.55,None,0.0,25.9,543.0,51.3,89.0,High,0.911
Wheat,2.16,99.1,37.7,54.1,6.54,Ammonium Nitrate,264.4,21.1,1233.9,59.0,1348.9,Low,0.0
Rice,3.56,104.1,15.3,74.6,6.39,NPK_15-15-15,364.1,20.6,1090.8,71.5,1833.3,Low,0.0
Rice,3.2,73.5,37.1,68.3,6.04,NPK_15-15-15,180.1,21.5,656.1,64.9,1522.3,Low,0.0
Wheat,2.15,69.5,42.5,35.6,6.55,NPK_15-15-15,153.2,15.7,1105.3,78.4,410.4,Medium,0.59
Corn,2.96,79.8,42.7,74.2,6.73,NPK_15-15-15,467.1,23.7,1160.7,82.2,1381.7,Low,0.0
Corn,1.91,46.3,51.0,43.0,5.18,Organic,214.5,27.6,793.8,50.8,260.1,High,0.74
Vegetables,0.84,70.2,23.4,83.8,6.02,NPK_15-15-15,191.1,20.3,365.5,49.9,291.0,High,0.709
Vegetables,1.46,93.6,27.0,51.6,6.22,Ammonium Nitrate,124.5,19.3,777.2,49.3,557.8,Medium,0.442
Rice,3.45,91.0,63.4,61.8,6.58,Urea,447.6,31.4,815.7,54.2,4034.0,Low,0.0
Rice,1.98,68.2,32.7,92.4,7.24,Ammonium Nitrate,336.5,16.1,418.6,78.3,2337.8,Low,0.0
Wheat,2.01,80.4,38.0,74.9,5.86,Ammonium Nitrate,232.5,12.7,978.5,71.7,1008.1,Medium,0.0
Rice,1.96,54.4,34.0,43.4,6.05,None,0.0,17.5,947.9,58.5,1147.5,Medium,0.0
Corn,3.72,92.6,22.7,44.7,6.04,Ammonium Nitrate,199.5,15.5,1005.8,64.9,1062.3,Medium,0.0
Corn,3.5,73.1,59.4,53.0,5.84,Urea,477.8,25.5,947.6,81.9,3605.7,Low,0.0
Soybeans,3.98,68.1,27.1,72.9,6.16,Organic,71.3,21.6,1105.4,87.9,-76.0,High,1.076
Wheat,2.07,66.0,18.1,72.2,6.94,Urea,128.2,22.4,787.2,68.1,710.8,Medium,0.289
Corn,2.44,73.4,28.2,48.1,5.66,NPK_15-15-15,270.1,29.5,920.6,33.1,668.3,Medium,0.332
Corn,0.99,63.8,5.0,41.7,6.7,Urea,296.2,19.9,710.8,68.6,1311.3,Low,0.0
Corn,3.38,91.5,25.2,70.6,5.21,None,0.0,27.5,645.4,76.2,339.1,High,0.661
Wheat,1.27,65.1,20.5,61.4,6.01,Urea,263.8,31.4,1318.4,67.7,2734.7,Low,0.0
Corn,2.37,114.8,44.3,108.1,6.17,Urea,434.8,21.1,200.0,73.7,1734.0,Low,0.0
Corn,1.32,111.6,24.9,65.7,7.57,None,0.0,27.3,1156.9,69.3,110.1,High,0.89
Soybeans,1.73,52.7,48.3,101.3,6.21,Organic,15.5,22.2,632.8,50.2,-85.0,High,1.085
Corn,1.53,76.7,56.0,41.6,4.86,Urea,407.6,28.3,587.5,54.4,2185.7,Low,0.0
Wheat,1.71,58.7,46.7,33.5,5.0,Urea,152.1,15.3,941.6,61.1,723.0,Medium,0.277
Corn,1.77,66.8,31.8,42.6,6.42,Urea,286.7,14.9,328.6,77.8,1174.1,Medium,0.0
Corn,1.76,125.1,37.1,88.8,6.83,Urea,437.0,21.5,564.4,55.8,1849.5,Low,0.0
Corn,2.87,67.3,12.1,100.1,6.66,NPK_15-15-15,303.9,18.9,552.8,70.5,709.2,Medium,0.291
Soybeans,1.32,84.0,33.0,49.4,6.52,Organic,77.0,20.8,772.5,68.6,-230.4,High,1.23
Vegetables,2.38,88.5,22.1,55.8,7.21,Organic,230.2,22.4,568.6,84.0,239.2,High,0.761
Soybeans,3.17,50.0,45.4,41.6,6.02,Organic,75.8,27.2,1410.4,64.5,87.4,High,0.913
Rice,1.79,53.6,73.6,28.8,7.03,NPK_15-15-15,254.0,21.4,1479.0,43.9,1642.0,Low,0.0
Wheat,1.63,44.8,42.5,79.4,5.26,Urea,153.9,19.2,200.0,72.8,679.7,Medium,0.32
Corn,2.02,52.9,5.1,69.5,5.77,Ammonium Nitrate,288.0,21.7,1040.5,90.0,1908.4,Low,0.0
Rice,3.14,10.0,29.6,65.2,5.14,Ammonium Nitrate,271.8,19.5,1150.5,73.5,2532.6,Low,0.0
Vegetables,2.36,88.6,36.8,37.0,6.21,Organic,118.3,18.6,1040.0,55.5,165.7,High,0.834
Corn,1.78,126.4,36.3,97.8,6.37,Ammonium Nitrate,352.7,15.1,619.7,52.0,1336.1,Low,0.0
Corn,2.59,78.7,24.0,54.9,6.48,Urea,306.3,23.9,764.6,53.6,1565.9,Low,0.0
Corn,1.32,39.6,38.7,75.7,6.44,NPK_15-15-15,264.2,20.5,588.1,89.0,587.9,Medium,0.412
Corn,2.75,58.9,16.4,35.9,5.75,NPK_15-15-15,448.9,28.5,702.9,61.1,1142.7,Medium,0.0
Corn,2.53,63.5,20.8,61.2,6.27,Ammonium Nitrate,411.9,16.0,426.5,57.0,1547.3,Low,0.0
Wheat,1.95,49.6,44.7,70.8,5.35,Ammonium Nitrate,205.1,20.7,809.8,63.1,1061.3,Medium,0.0
Rice,1.53,96.5,19.8,71.5,7.35,None,0.0,32.9,324.0,61.2,1196.2,Medium,0.0
Vegetables,1.49,95.3,43.1,68.1,6.19,NPK_15-15-15,138.5,18.6,780.0,83.8,335.2,High,0.665
Soybeans,2.63,46.1,14.5,74.9,6.06,NPK_15-15-15,73.8,22.3,413.0,52.8,19.4,High,0.981
Rice,3.18,93.1,61.5,42.4,7.51,Urea,422.6,17.2,922.4,79.2,3350.7,Low,0.0
Rice,1.69,113.2,23.4,68.9,5.53,Urea,405.0,16.5,612.2,66.5,2713.9,Low,0.0
Rice,2.57,122.6,31.6,67.3,5.61,Urea,244.0,31.5,951.7,79.5,3455.1,Low,0.0
Wheat,0.53,146.6,40.0,69.6,5.63,Urea,151.6,24.4,1228.6,84.0,1233.2,Low,0.0
Rice,1.73,52.5,26.5,66.4,6.35,Ammonium Nitrate,433.8,24.2,1406.3,66.0,3795.6,Low,0.0
Wheat,2.18,145.6,37.2,39.5,6.7,Ammonium Nitrate,227.9,14.7,200.0,61.2,695.7,Medium,0.304
Rice,1.47,66.1,43.6,38.6,6.92,Urea,164.0,25.4,558.0,65.8,1960.4,Low,0.0
Wheat,1.45,60.2,49.4,20.7,8.2,Ammonium Nitrate,113.2,29.5,743.9,63.9,711.4,Medium,0.289
Rice,1.67,83.2,46.9,81.4,4.83,NPK_15-15-15,375.9,29.5,1011.1,45.1,1922.4,Low,0.0
Rice,2.43,60.4,32.4,81.6,6.83,Urea,342.1,27.0,272.4,83.6,2613.3,Low,0.0
Vegetables,2.05,85.0,32.8,81.9,6.01,Ammonium Nitrate,275.6,17.6,506.3,67.9,1115.9,Medium,0.0
Soybeans,0.5,42.0,70.2,71.1,5.99,None,0.0,25.1,895.6,51.0,-422.7,High,1.423
Corn,0.5,69.0,49.2,22.3,5.97,NPK_15-15-15,265.3,27.0,879.7,40.2,463.8,Medium,0.536
Vegetables,1.71,107.1,21.2,44.5,5.76,NPK_15-15-15,230.3,14.2,982.2,37.1,421.5,Medium,0.578
Wheat,2.57,73.6,36.5,68.4,7.58,None,0.0,17.7,1005.3,74.2,110.2,High,0.89
Vegetables,0.5,78.5,30.0,67.7,6.99,Organic,189.9,28.1,968.5,57.6,-57.7,High,1.058
Soybeans,1.8,86.9,33.0,60.5,6.42,None,0.0,28.1,917.8,59.5,-132.9,High,1.133
Rice,1.78,104.3,16.6,72.4,7.35,Organic,228.3,15.4,869.5,70.9,1261.4,Low,0.0
Corn,3.31,33.6,28.8,65.2,5.34,NPK_15-15-15,260.4,27.6,1082.7,58.8,870.5,Medium,0.13
Rice,1.89,89.6,62.2,67.4,5.47,Urea,209.6,24.0,200.0,71.6,1935.8,Low,0.0
Wheat,2.51,68.3,43.7,52.2,4.88,Ammonium Nitrate,268.7,27.6,1390.5,66.1,2096.0,Low,0.0
Wheat,2.31,79.2,5.0,84.6,5.91,Ammonium Nitrate,124.7,20.2,200.0,64.0,495.6,Medium,0.504
Rice,0.5,101.5,53.3,56.4,6.51,Urea,318.9,26.9,472.3,46.1,2513.9,Low,0.0
Corn,2.81,45.1,51.3,38.4,6.47,Ammonium Nitrate,353.1,27.9,770.6,55.2,1937.9,Low,0.0
Soybeans,2.37,49.7,29.6,49.6,6.5,Ammonium Nitrate,90.4,21.7,1085.4,72.2,338.2,High,0.662
Vegetables,2.61,26.6,45.8,58.0,5.41,Organic,227.6,23.6,200.0,56.8,293.6,High,0.706
Wheat,5.0,61.3,22.1,84.9,6.96,NPK_15-15-15,282.8,20.1,840.2,79.5,578.9,Medium,0.421
Corn,0.53,108.3,27.9,64.2,6.57,Ammonium Nitrate,382.3,32.1,1127.3,90.0,3573.1,Low,0.0
Rice,3.58,72.0,57.5,61.3,6.91,NPK_15-15-15,228.2,22.9,1198.1,72.9,1664.2,Low,0.0
Corn,1.97,41.5,30.9,40.0,5.08,Ammonium Nitrate,432.7,18.7,605.9,82.9,1973.5,Low,0.0
Vegetables,2.43,62.9,7.0,80.7,6.62,NPK_15-15-15,324.3,19.8,744.7,73.6,576.0,Medium,0.424
Corn,2.16,37.8,34.1,52.0,5.57,Ammonium Nitrate,307.0,24.2,634.3,58.6,1425.7,Low,0.0
Wheat,1.86,46.9,33.8,63.0,6.12,Ammonium Nitrate,180.4,27.4,712.6,67.4,1007.3,Medium,0.0
Rice,1.74,84.7,53.0,94.6,6.77,NPK_15-15-15,294.7,16.6,488.9,89.2,1534.4,Low,0.0
Wheat,2.46,45.7,35.2,75.2,6.46,Organic,202.0,33.1,538.8,58.7,118.8,High,0.881
Wheat,0.99,102.8,28.7,32.4,5.8,NPK_15-15-15,299.5,25.1,1002.0,52.5,625.9,Medium,0.374
Soybeans,2.8,73.2,50.7,29.6,6.4,NPK_15-15-15,88.4,25.9,896.1,51.4,226.3,High,0.774
Corn,1.87,77.1,36.8,63.7,5.33,Urea,431.7,23.0,1022.1,62.4,2747.0,Low,0.0
Corn,1.3,68.0,23.7,40.7,7.21,Ammonium Nitrate,461.4,23.6,924.9,53.0,2081.9,Low,0.0
Corn,1.84,94.3,52.3,78.0,6.26,NPK_15-15-15,202.5,22.7,1096.5,85.1,738.0,Medium,0.262
Vegetables,3.21,94.6,37.9,65.8,7.18,Ammonium Nitrate,250.3,28.8,1157.4,67.6,1817.3,Low,0.0
Vegetables,1.77,83.4,35.0,68.3,6.03,NPK_15-15-15,142.1,23.5,240.4,76.7,308.5,High,0.692
Wheat,2.49,89.1,37.7,50.9,6.03,Urea,212.8,27.5,551.0,61.4,1170.7,Medium,0.0
Wheat,1.62,69.7,18.9,99.8,5.87,Urea,274.7,21.2,769.0,51.3,1361.7,Low,0.0
Wheat,2.81,88.6,27.1,121.9,7.01,NPK_15-15-15,257.1,24.5,842.1,49.3,579.3,Medium,0.421
Corn,2.75,66.6,35.1,59.4,5.9,Urea,194.3,19.3,615.5,54.1,982.3,Medium,0.018
Vegetables,3.68,75.1,32.1,72.1,6.85,NPK_15-15-15,348.6,29.8,1169.2,69.2,1171.9,Medium,0.0
Rice,2.06,68.1,54.1,66.9,6.13,Urea,253.3,19.2,1543.0,71.2,2923.8,Low,0.0
Rice,2.73,63.6,38.3,59.8,5.02,Urea,352.3,21.8,915.2,72.2,3110.5,Low,0.0
Wheat,2.28,57.8,47.8,48.4,6.0,Ammonium Nitrate,120.3,21.9,879.5,47.1,620.6,Medium,0.379
Corn,3.24,86.7,35.1,43.3,5.57,Urea,380.1,21.7,1147.3,65.0,2451.2,Low,0.0
Corn,1.62,107.8,50.8,42.3,6.42,Urea,382.3,27.3,200.0,52.7,1667.3,Low,0.0
Soybeans,2.8,104.3,41.0,73.1,5.57,None,0.0,21.9,860.0,69.8,75.4,High,0.925
Corn,2.04,43.6,35.2,54.6,7.05,Ammonium Nitrate,364.8,30.7,1192.7,70.7,2954.0,Low,0.0
Wheat,2.15,107.2,34.8,13.4,6.34,NPK_15-15-15,280.1,19.2,624.9,50.9,499.8,Medium,0.5
Corn,2.27,67.0,20.7,73.9,6.28,Urea,232.0,24.4,420.7,76.6,1242.5,Low,0.0
Rice,2.4,90.0,42.6,64.2,6.86,NPK_15-15-15,214.1,19.5,785.0,90.0,1592.2,Low,0.0
Rice,2.11,52.3,34.4,91.9,7.07,Organic,156.9,25.7,828.8,75.0,1203.2,Low,0.0
Rice,2.37,78.5,27.5,72.5,6.39,Organic,326.8,23.4,532.0,63.0,1236.3,Low,0.0
Soybeans,3.46,82.8,51.6,35.4,5.86,None,0.0,22.7,1583.7,61.2,55.3,High,0.945
Rice,2.99,37.9,16.2,20.4,5.16,Urea,447.5,29.7,682.5,62.5,3800.3,Low,0.0
Wheat,2.9,90.2,28.7,50.6,5.92,Urea,152.9,20.1,446.2,55.9,717.3,Medium,0.283
Wheat,1.84,108.6,50.4,52.5,5.97,Urea,288.1,26.5,817.2,68.0,1903.2,Low,0.0
Wheat,1.49,70.6,39.7,83.9,6.47,Ammonium Nitrate,235.0,19.5,1167.8,51.3,1088.6,Medium,0.0
Vegetables,2.96,109.0,34.3,64.8,6.16,NPK_15-15-15,318.6,24.1,856.1,42.3,611.2,Medium,0.389
Soybeans,2.9,70.3,38.8,87.7,6.88,Organic,67.4,17.3,1020.0,67.6,24.7,High,0.975
Corn,3.38,96.2,37.7,38.5,5.97,Ammonium Nitrate,405.3,20.1,545.0,65.3,1769.0,Low,0.0
Corn,1.72,19.5,12.3,84.3,6.36,Urea,212.9,23.1,1370.7,58.1,1547.8,Low,0.0
Rice,2.02,135.5,29.8,79.4,7.23,Urea,262.2,32.9,1046.6,49.6,3204.1,Low,0.0
Wheat,0.89,112.4,59.2,24.6,6.64,Ammonium Nitrate,223.1,24.0,1216.7,68.5,1212.0,Low,0.0
Corn,1.89,67.9,25.1,91.5,6.36,None,0.0,32.1,977.8,53.1,163.1,High,0.837
Wheat,3.0,25.7,30.2,66.9,5.98,Urea,252.2,24.6,1138.7,63.3,1783.0,Low,0.0
Wheat,1.83,82.2,26.9,72.8,5.96,Ammonium Nitrate,144.0,21.5,544.4,86.2,734.0,Medium,0.266
Rice,2.71,38.9,33.7,47.7,5.8,Ammonium Nitrate,440.2,31.5,678.0,72.8,3685.5,Low,0.0
Soybeans,2.05,86.1,26.3,90.5,6.02,NPK_15-15-15,60.9,25.8,1321.3,48.6,110.3,High,0.89
Corn,2.46,85.3,42.3,41.3,6.93,Urea,276.4,20.2,1395.9,49.7,1752.7,Low,0.0
Corn,1.28,51.5,38.0,81.6,6.24,Ammonium Nitrate,432.3,25.9,448.5,66.8,1842.7,Low,0.0
Soybeans,2.27,103.0,46.6,81.4,5.46,None,0.0,22.0,937.4,48.5,127.9,High,0.872
Wheat,0.5,95.1,19.2,45.5,7.64,Ammonium Nitrate,281.8,13.2,699.2,41.0,783.5,Medium,0.216
Wheat,2.05,99.4,29.9,104.7,6.62,Urea,250.8,28.4,606.0,71.4,1513.4,Low,0.0
Rice,0.9,75.2,31.6,69.6,5.42,Ammonium Nitrate,419.6,29.2,949.7,68.9,3777.2,Low,0.0
Corn,3.16,39.6,41.8,78.1,6.09,NPK_15-15-15,450.4,33.1,1249.3,70.4,1888.5,Low,0.0
Soybeans,2.82,99.4,23.1,34.5,6.48,NPK_15-15-15,80.2,25.7,1008.1,68.2,168.7,High,0.831
Soybeans,2.57,68.2,48.7,107.4,7.59,None,0.0,22.2,738.2,64.2,-84.4,High,1.084
Wheat,3.42,40.3,52.8,40.5,5.62,NPK_15-15-15,200.8,27.8,1030.2,57.1,627.1,Medium,0.373
Rice,1.44,108.8,20.2,85.5,7.08,Urea,228.4,27.9,724.0,71.2,2521.0,Low,0.0
Wheat,3.6,127.5,27.6,45.1,7.38,Urea,270.4,32.0,994.2,83.4,2852.1,Low,0.0
Rice,2.95,74.0,27.0,52.6,5.96,NPK_15-15-15,181.4,23.3,1338.8,59.0,1609.3,Low,0.0
Corn,2.01,129.0,74.5,80.8,6.21,Organic,234.7,22.6,200.0,52.8,225.6,High,0.774
Vegetables,3.11,77.3,28.6,85.6,5.67,NPK_15-15-15,153.8,19.8,1129.0,51.4,505.3,Medium,0.495
Corn,1.31,65.5,60.2,39.6,6.26,NPK_15-15-15,404.8,26.3,311.3,54.6,619.1,Medium,0.381
Vegetables,1.54,59.2,16.0,86.8,6.37,NPK_15-15-15,270.5,15.4,1279.9,67.4,602.5,Medium,0.398
Rice,1.71,115.9,20.2,85.9,6.86,Urea,264.7,27.5,627.0,39.3,2294.0,Low,0.0
Corn,1.78,55.5,24.7,46.2,7.16,Urea,251.4,26.6,423.8,70.3,1203.1,Low,0.0
Wheat,1.35,93.4,22.3,97.0,5.88,NPK_15-15-15,235.8,26.5,1093.3,72.7,663.9,Medium,0.336
Vegetables,3.18,61.0,31.0,35.9,5.02,NPK_15-15-15,160.5,24.2,977.5,43.4,416.7,Medium,0.583
Soybeans,1.99,63.5,24.4,52.5,6.39,Urea,41.6,31.5,500.3,53.2,33.3,High,0.967
Soybeans,2.48,100.8,22.7,74.6,6.61,Organic,33.3,28.0,411.5,66.0,-95.3,High,1.095
Wheat,1.74,65.5,52.4,47.9,6.57,NPK_15-15-15,182.3,20.3,784.4,63.3,300.7,High,0.699
Wheat,0.74,64.9,53.4,70.3,6.17,Urea,287.8,20.4,428.6,71.2,963.2,Medium,0.037
Soybeans,2.42,103.3,49.2,69.8,6.49,NPK_15-15-15,47.8,18.9,478.5,63.3,-51.4,High,1.051
Corn,0.67,114.9,42.9,61.3,7.46,Urea,252.4,26.4,890.5,80.2,1688.1,Low,0.0
Wheat,2.15,91.1,36.4,81.6,6.67,Urea,160.5,18.3,511.9,61.1,763.2,Medium,0.237
Corn,1.11,58.6,27.5,60.4,6.14,NPK_15-15-15,410.1,29.1,999.3,53.2,942.9,Medium,0.057
Vegetables,3.79,62.2,20.7,69.6,6.05,NPK_15-15-15,214.3,30.4,1371.6,52.2,711.7,Medium,0.288
Vegetables,2.93,77.0,40.4,87.9,6.28,NPK_15-15-15,166.8,18.9,798.0,73.8,441.3,Medium,0.559
Corn,2.28,83.0,17.4,80.8,7.55,Urea,279.3,22.5,895.6,65.4,1667.7,Low,0.0
Soybeans,3.21,50.3,20.1,80.7,6.27,Organic,6.9,23.6,1556.3,72.6,-28.2,High,1.028
Vegetables,1.52,93.1,52.3,42.0,6.39,Urea,165.8,28.1,434.3,72.4,926.8,Medium,0.073
Corn,2.63,77.1,63.5,75.5,6.06,Urea,298.0,31.9,1266.9,40.8,2373.2,Low,0.0
Wheat,2.36,32.1,40.9,47.4,7.17,Urea,145.2,14.7,1224.8,51.3,694.8,Medium,0.305
Vegetables,2.41,51.8,51.6,39.4,7.77,NPK_15-15-15,116.9,21.8,1149.0,52.8,427.6,Medium,0.572
Corn,3.22,62.4,31.3,63.6,6.72,Urea,201.7,22.1,1302.1,55.2,1482.4,Low,0.0
Wheat,2.79,73.2,14.9,46.9,6.46,NPK_15-15-15,177.2,16.2,948.2,60.0,412.3,Medium,0.588
Rice,2.43,122.2,44.2,80.8,6.43,Urea,188.0,21.0,646.0,77.0,1960.7,Low,0.0
Vegetables,0.88,81.0,43.5,81.3,4.73,Ammonium Nitrate,158.2,25.7,1233.1,79.4,1239.6,Low,0.0
Vegetables,1.43,54.0,36.1,26.9,6.92,None,0.0,22.1,1246.5,61.5,93.7,High,0.906
Vegetables,2.1,80.5,31.4,48.4,6.49,Organic,103.8,15.5,1236.9,62.0,161.0,High,0.839
Wheat,2.27,66.2,49.4,35.8,6.7,Ammonium Nitrate,151.2,38.0,865.6,56.5,1021.5,Medium,0.0
Vegetables,1.3,83.1,20.2,55.7,5.9,Ammonium Nitrate,276.4,24.9,599.3,66.1,1219.7,Low,0.0
Soybeans,4.13,89.5,23.4,74.1,6.13,NPK_15-15-15,53.2,24.1,917.0,67.4,91.1,High,0.909
Rice,3.41,105.2,19.9,60.2,6.11,Ammonium Nitrate,316.3,17.8,1179.8,74.7,2778.6,Low,0.0
Soybeans,2.68,74.4,36.3,53.2,7.12,None,0.0,24.9,1208.5,74.6,-34.9,High,1.035
Corn,2.26,116.0,18.7,91.0,6.13,NPK_15-15-15,412.3,22.6,699.6,37.4,761.5,Medium,0.238
Wheat,2.03,97.7,24.7,18.9,7.86,Ammonium Nitrate,101.7,13.7,960.4,63.2,520.5,Medium,0.48
Corn,1.44,57.3,24.4,89.7,6.7,Ammonium Nitrate,479.9,17.9,391.9,81.6,1732.0,Low,0.0
Corn,2.26,130.2,31.1,54.1,5.51,Urea,475.7,27.6,1194.7,59.7,3752.7,Low,0.0
Corn,2.41,83.2,12.7,63.4,6.31,Urea,269.0,33.6,575.8,78.7,2068.7,Low,0.0
Wheat,1.21,54.1,36.3,54.5,5.94,Urea,195.0,25.4,1124.8,61.3,1255.4,Low,0.0
Rice,2.47,116.3,53.7,95.9,4.86,NPK_15-15-15,252.2,29.2,447.7,67.1,1604.1,Low,0.0
Soybeans,2.08,126.9,37.0,40.4,7.52,None,0.0,22.7,1211.0,51.4,-53.0,High,1.053
Corn,0.67,74.2,58.1,65.2,6.89,Ammonium Nitrate,319.6,23.0,962.6,51.8,1366.9,Low,0.0
Rice,1.51,62.4,55.0,75.5,6.77,NPK_15-15-15,180.4,29.2,576.5,73.7,1563.7,Low,0.0
Wheat,1.87,70.7,46.7,32.8,6.52,NPK_15-15-15,148.6,32.1,1092.0,75.6,542.8,Medium,0.457
Soybeans,3.71,92.9,36.1,46.6,5.43,NPK_15-15-15,71.9,30.3,643.4,65.3,283.2,High,0.717
Rice,2.65,106.9,35.3,62.0,6.06,Organic,323.5,18.0,1112.3,50.3,1264.1,Low,0.0
Wheat,1.13,89.3,46.5,47.3,6.99,Ammonium Nitrate,255.3,23.2,754.1,65.5,1115.3,Medium,0.0
Vegetables,2.59,77.5,29.1,48.7,5.66,NPK_15-15-15,306.8,24.9,247.6,80.1,683.9,Medium,0.316
Wheat,0.96,112.5,6.8,58.0,4.63,Ammonium Nitrate,135.1,22.1,506.2,85.9,818.1,Medium,0.182
